venta_id,fecha_id,cliente_id,producto_id,cantidad,precio_unitario_clp,descuento_pct,monto_total_clp,canal_venta,metodo_pago
6858,258,1687,69,1,64000,0.0,64000,Marketplace,Tarjeta Crédito
6859,258,2416,100,1,107000,0.0,107000,Web,WebPay
6860,258,785,65,1,92000,0.0,92000,Marketplace,Transferencia
6861,258,1563,92,3,111000,0.0,333000,Web,Tarjeta Crédito
6862,258,695,95,2,65000,0.0,130000,Web,Cuotas sin interés
6863,258,537,101,2,78000,0.0,156000,Web,Transferencia
6864,258,1185,132,1,111000,0.0,111000,Web,Transferencia
6865,258,1784,75,1,9000,0.0,9000,Web,Débito
6866,258,404,42,1,649000,0.05,616550,Web,Tarjeta Crédito
6867,258,261,64,1,1487000,0.0,1487000,Marketplace,Tarjeta Crédito
6868,258,1712,74,3,74000,0.0,222000,Web,Cuotas sin interés
6869,258,1651,99,2,88000,0.0,176000,Redes Sociales,Cuotas sin interés
6870,258,1266,5,1,2283000,0.05,2168850,App Móvil,Transferencia
6871,258,1655,63,1,472000,0.1,424800,Marketplace,Transferencia
6872,258,2005,105,1,4000,0.0,4000,Web,Cuotas sin interés
6873,258,1694,96,2,14000,0.0,28000,Web,Cuotas sin interés
6874,258,1061,101,1,78000,0.0,78000,App Móvil,Transferencia
6875,258,1471,106,1,505000,0.1,454500,App Móvil,Cuotas sin interés
6876,258,969,97,1,108000,0.0,108000,Marketplace,Débito
6877,259,1211,76,2,109000,0.05,207100,Web,WebPay
6878,259,168,131,1,436000,0.12,383680,Marketplace,Tarjeta Crédito
6879,259,150,91,1,43000,0.1,38700,Web,Tarjeta Crédito
6880,259,1753,149,1,542000,0.12,476960,App Móvil,WebPay
6881,259,469,114,1,876000,0.14,753360,Web,Débito
6882,259,1468,16,1,2303000,0.08,2118760,Web,Débito
6883,259,1740,64,1,1487000,0.07,1382910,Web,Tarjeta Crédito
6884,259,887,87,3,63000,0.06,177660,Web,Tarjeta Crédito
6885,259,1785,100,1,107000,0.08,98440,Marketplace,WebPay
6886,259,138,85,1,8000,0.13,6960,App Móvil,WebPay
6887,259,1076,107,1,595000,0.15,505750,Marketplace,Cuotas sin interés
6888,259,2017,59,1,1462000,0.11,1301180,Web,Débito
6889,259,1149,45,1,1606000,0.03,1557820,Web,Tarjeta Crédito
6890,259,1396,20,1,2537000,0.13,2207190,Web,Transferencia
6891,259,488,87,2,63000,0.08,115920,Marketplace,Tarjeta Crédito
6892,259,1004,97,1,108000,0.1,97200,Web,WebPay
6893,259,1920,65,1,92000,0.13,80040,App Móvil,Débito
6894,259,268,91,2,43000,0.13,74820,Web,WebPay
6895,259,724,19,1,1379000,0.08,1268680,Web,Transferencia
6896,259,561,33,1,563000,0.03,546110,Redes Sociales,Débito
6897,259,51,98,1,43000,0.05,40850,App Móvil,Tarjeta Crédito
6898,259,154,69,1,64000,0.1,57600,Marketplace,Débito
6899,259,2312,96,2,14000,0.14,24080,Marketplace,Cuotas sin interés
6900,259,876,117,1,530000,0.14,455800,App Móvil,WebPay
6901,259,2386,122,1,826000,0.03,801220,Web,Cuotas sin interés
6902,259,148,43,1,615000,0.06,578100,App Móvil,Cuotas sin interés
6903,259,734,79,1,82000,0.06,77080,Web,Tarjeta Crédito
6904,259,503,101,2,78000,0.08,143520,App Móvil,Cuotas sin interés
6905,259,250,105,3,4000,0.1,10800,App Móvil,Transferencia
6906,259,1706,106,1,505000,0.13,439350,Marketplace,Débito
6907,259,2117,51,1,134000,0.07,124620,Marketplace,Tarjeta Crédito
6908,259,1163,46,1,286000,0.15,243100,Marketplace,Transferencia
6909,259,370,88,3,78000,0.03,226980,Web,Débito
6910,259,1942,102,1,22000,0.1,19800,Web,Cuotas sin interés
6911,259,2,64,1,1487000,0.13,1293690,Web,Transferencia
6912,259,277,33,1,563000,0.12,495440,Marketplace,Transferencia
6913,259,390,100,1,107000,0.13,93090,Redes Sociales,Cuotas sin interés
6914,259,1120,61,1,1469000,0.11,1307410,Web,Transferencia
6915,259,2483,42,1,649000,0.1,584100,Web,WebPay
6916,259,1838,39,1,1407000,0.08,1294440,App Móvil,Tarjeta Crédito
6917,259,1172,63,1,472000,0.05,448400,Marketplace,Transferencia
6918,259,1098,89,1,84000,0.13,73080,App Móvil,Cuotas sin interés
6919,259,533,68,1,113000,0.14,97180,Web,Tarjeta Crédito
6920,259,2394,8,1,1005000,0.05,954750,Redes Sociales,Cuotas sin interés
6921,259,24,32,1,1505000,0.07,1399650,Marketplace,Tarjeta Crédito
6922,260,2088,76,1,109000,0.05,103550,Web,Transferencia
6923,260,432,69,2,64000,0.03,124160,Redes Sociales,Cuotas sin interés
6924,260,2007,77,3,20000,0.04,57600,Marketplace,Cuotas sin interés
6925,260,668,118,1,196000,0.05,186200,Web,WebPay
6926,260,2171,95,1,65000,0.06,61100,Redes Sociales,Cuotas sin interés
6927,260,2019,22,1,555000,0.15,471750,Marketplace,Transferencia
6928,260,836,143,1,411000,0.12,361680,Web,Transferencia
6929,260,1616,39,1,1407000,0.12,1238160,Web,Tarjeta Crédito
6930,260,1673,102,2,22000,0.09,40040,Marketplace,WebPay
6931,260,1562,93,2,33000,0.03,64020,Marketplace,Tarjeta Crédito
6932,260,1232,45,1,1606000,0.03,1557820,Web,Cuotas sin interés
6933,260,1720,43,1,615000,0.1,553500,Web,Tarjeta Crédito
6934,260,280,126,1,283000,0.11,251870,Web,Cuotas sin interés
6935,260,2345,73,1,36000,0.03,34920,App Móvil,Débito
6936,260,1043,94,2,99000,0.07,184140,Web,Tarjeta Crédito
6937,260,223,81,2,46000,0.11,81880,Web,Tarjeta Crédito
6938,260,694,101,3,78000,0.12,205920,Marketplace,Transferencia
6939,260,800,59,1,1462000,0.13,1271940,Marketplace,WebPay
6940,260,2347,68,1,113000,0.03,109610,App Móvil,Débito
6941,260,2012,124,1,400000,0.12,352000,App Móvil,Tarjeta Crédito
6942,260,1079,78,2,118000,0.1,212400,App Móvil,WebPay
6943,261,56,104,1,15000,0.13,13050,Web,Débito
6944,261,343,48,1,1406000,0.06,1321640,Web,Transferencia
6945,261,1591,70,1,46000,0.15,39100,Web,Transferencia
6946,261,402,84,3,41000,0.04,118080,Redes Sociales,WebPay
6947,261,2391,91,1,43000,0.13,37410,Web,Cuotas sin interés
6948,261,727,78,1,118000,0.06,110920,Web,Cuotas sin interés
6949,261,1076,112,1,107000,0.13,93090,Marketplace,Transferencia
6950,261,1121,104,1,15000,0.11,13350,App Móvil,WebPay
6951,261,1056,81,1,46000,0.06,43240,Marketplace,Tarjeta Crédito
6952,261,646,123,1,39000,0.05,37050,App Móvil,Cuotas sin interés
6953,261,1265,103,1,74000,0.14,63640,Redes Sociales,Débito
6954,261,373,105,1,4000,0.15,3400,Web,Transferencia
6955,261,1714,143,1,411000,0.15,349350,Redes Sociales,Cuotas sin interés
6956,261,1819,56,1,578000,0.08,531760,Marketplace,Tarjeta Crédito
6957,261,1415,57,1,1679000,0.08,1544680,App Móvil,Débito
6958,261,2160,131,1,436000,0.1,392400,Marketplace,Transferencia
6959,261,992,105,1,4000,0.08,3680,App Móvil,Cuotas sin interés
6960,261,397,137,1,609000,0.11,542010,Web,Cuotas sin interés
6961,261,1143,23,1,1239000,0.06,1164660,Web,Tarjeta Crédito
6962,261,2022,92,1,111000,0.11,98790,Redes Sociales,Transferencia
6963,261,1555,39,1,1407000,0.11,1252230,App Móvil,WebPay
6964,261,2059,81,1,46000,0.1,41400,App Móvil,Cuotas sin interés
6965,261,1959,41,1,1565000,0.05,1486750,Marketplace,WebPay
6966,261,659,37,1,89000,0.07,82770,App Móvil,Cuotas sin interés
6967,261,2254,5,1,2283000,0.07,2123190,Web,Cuotas sin interés
6968,261,1811,92,1,111000,0.09,101010,Marketplace,Débito
6969,261,1498,68,1,113000,0.06,106220,Marketplace,Débito
6970,262,1176,35,1,208000,0.07,193440,Marketplace,Tarjeta Crédito
6971,262,577,90,1,113000,0.12,99440,Redes Sociales,Transferencia
6972,262,636,69,1,64000,0.07,59520,App Móvil,Débito
6973,262,1332,67,3,17000,0.13,44370,Web,Transferencia
6974,262,1533,116,1,720000,0.1,648000,App Móvil,Tarjeta Crédito
6975,262,1519,4,1,627000,0.05,595650,Marketplace,Débito
6976,262,1882,109,1,310000,0.04,297600,Web,Cuotas sin interés
6977,262,861,87,2,63000,0.08,115920,App Móvil,WebPay
6978,262,849,148,1,102000,0.11,90780,App Móvil,WebPay
6979,262,2476,88,1,78000,0.12,68640,App Móvil,WebPay
6980,262,2088,20,1,2537000,0.11,2257930,App Móvil,Tarjeta Crédito
6981,262,2053,18,1,3395000,0.04,3259200,Web,Tarjeta Crédito
6982,262,1948,130,1,524000,0.1,471600,Redes Sociales,Cuotas sin interés
6983,262,82,120,1,590000,0.12,519200,Marketplace,Cuotas sin interés
6984,262,2263,67,1,17000,0.04,16320,Web,Cuotas sin interés
6985,262,1959,91,2,43000,0.12,75680,Marketplace,Transferencia
6986,262,2055,80,1,31000,0.14,26660,Marketplace,Transferencia
6987,262,2112,145,1,211000,0.07,196230,Web,Cuotas sin interés
6988,262,2236,142,1,272000,0.1,244800,App Móvil,Débito
6989,262,45,148,1,102000,0.07,94860,App Móvil,WebPay
6990,262,2153,126,1,283000,0.12,249040,App Móvil,WebPay
6991,262,1243,134,1,492000,0.07,457560,Marketplace,Transferencia
6992,262,1695,49,1,979000,0.15,832150,App Móvil,Cuotas sin interés
6993,262,67,117,1,530000,0.07,492900,Web,Tarjeta Crédito
6994,263,250,65,1,92000,0.1,82800,App Móvil,Cuotas sin interés
6995,263,2314,75,1,9000,0.11,8010,App Móvil,Débito
6996,263,88,41,1,1565000,0.04,1502400,App Móvil,WebPay
6997,263,1778,86,2,82000,0.09,149240,Redes Sociales,Transferencia
6998,263,475,95,3,65000,0.11,173550,Marketplace,Cuotas sin interés
6999,263,576,23,1,1239000,0.04,1189440,Marketplace,Cuotas sin interés
7000,263,2068,127,1,770000,0.08,708400,App Móvil,WebPay
7001,263,1779,45,1,1606000,0.04,1541760,App Móvil,Débito
7002,263,1336,51,1,134000,0.07,124620,Web,Transferencia
7003,263,1356,95,1,65000,0.12,57200,Web,Débito
7004,263,1264,78,1,118000,0.12,103840,Marketplace,Transferencia
7005,263,745,80,1,31000,0.14,26660,App Móvil,Transferencia
7006,263,40,111,1,600000,0.1,540000,Marketplace,WebPay
7007,263,1871,91,1,43000,0.08,39560,Web,WebPay
7008,263,1668,38,1,1296000,0.09,1179360,App Móvil,Cuotas sin interés
7009,263,1156,69,2,64000,0.07,119040,App Móvil,Cuotas sin interés
7010,263,1565,87,2,63000,0.1,113400,App Móvil,WebPay
7011,263,2212,34,1,322000,0.11,286580,Marketplace,Débito
7012,263,1930,69,1,64000,0.11,56960,Redes Sociales,Tarjeta Crédito
7013,263,617,53,1,1641000,0.04,1575360,Web,Transferencia
7014,263,1659,82,2,77000,0.11,137060,Web,Cuotas sin interés
7015,263,1979,120,1,590000,0.05,560500,Web,Tarjeta Crédito
7016,263,778,75,1,9000,0.07,8370,Marketplace,Transferencia
7017,263,1883,75,2,9000,0.12,15840,App Móvil,Cuotas sin interés
7018,263,140,134,1,492000,0.08,452640,Marketplace,Tarjeta Crédito
7019,263,959,87,1,63000,0.12,55440,App Móvil,Transferencia
7020,263,1754,86,1,82000,0.05,77900,App Móvil,Débito
7021,263,1806,56,1,578000,0.09,525980,Marketplace,Transferencia
7022,264,2192,31,1,749000,0.08,689080,Marketplace,Transferencia
7023,264,1802,73,1,36000,0.04,34560,Web,Tarjeta Crédito
7024,264,1473,85,2,8000,0.1,14400,Marketplace,Cuotas sin interés
7025,264,986,77,1,20000,0.14,17200,Marketplace,Tarjeta Crédito
7026,264,874,133,1,616000,0.11,548240,Redes Sociales,Débito
7027,264,1649,134,1,492000,0.03,477240,App Móvil,WebPay
7028,264,1548,115,1,806000,0.11,717340,App Móvil,Cuotas sin interés
7029,264,2041,69,1,64000,0.06,60160,Web,WebPay
7030,264,496,100,2,107000,0.08,196880,Marketplace,WebPay
7031,264,113,71,1,116000,0.05,110200,App Móvil,Tarjeta Crédito
7032,264,2486,52,1,621000,0.12,546480,App Móvil,Débito
7033,264,288,67,1,17000,0.08,15640,Marketplace,Cuotas sin interés
7034,264,311,26,1,3407000,0.06,3202580,Web,Tarjeta Crédito
7035,264,1162,66,1,52000,0.05,49400,Marketplace,Cuotas sin interés
7036,264,1858,77,1,20000,0.07,18600,Marketplace,Cuotas sin interés
7037,264,160,143,1,411000,0.12,361680,App Móvil,WebPay
7038,264,1632,63,1,472000,0.07,438960,App Móvil,Tarjeta Crédito
7039,264,2162,133,1,616000,0.1,554400,App Móvil,Tarjeta Crédito
7040,264,641,51,1,134000,0.11,119260,Redes Sociales,Débito
7041,264,1898,46,1,286000,0.06,268840,Web,Cuotas sin interés
7042,264,588,82,1,77000,0.08,70840,App Móvil,WebPay
7043,264,581,96,3,14000,0.04,40320,Marketplace,WebPay
7044,264,1081,16,1,2303000,0.1,2072700,Redes Sociales,Cuotas sin interés
7045,264,933,50,1,124000,0.08,114080,Marketplace,Débito
7046,264,1119,77,1,20000,0.05,19000,App Móvil,WebPay
7047,264,1211,66,2,52000,0.06,97760,Web,Cuotas sin interés
7048,264,1111,99,1,88000,0.07,81840,App Móvil,Cuotas sin interés
7049,264,627,81,1,46000,0.15,39100,Web,Débito
7050,265,155,103,2,74000,0.0,148000,App Móvil,Transferencia
7051,265,985,94,1,99000,0.05,94050,Marketplace,WebPay
7052,265,976,81,1,46000,0.0,46000,Web,Cuotas sin interés
7053,265,1778,40,1,697000,0.05,662150,Redes Sociales,Tarjeta Crédito
7054,265,296,65,1,92000,0.0,92000,App Móvil,Débito
7055,265,194,41,1,1565000,0.0,1565000,Redes Sociales,Cuotas sin interés
7056,265,648,98,2,43000,0.05,81700,Web,Débito
7057,265,1156,77,1,20000,0.0,20000,App Móvil,Transferencia
7058,265,1853,38,1,1296000,0.0,1296000,App Móvil,Débito
7059,265,2401,63,1,472000,0.0,472000,Marketplace,Cuotas sin interés
7060,265,1781,64,1,1487000,0.0,1487000,App Móvil,WebPay
7061,265,1620,98,1,43000,0.0,43000,App Móvil,Tarjeta Crédito
7062,265,2178,35,1,208000,0.0,208000,Redes Sociales,Transferencia
7063,265,2099,117,1,530000,0.0,530000,App Móvil,WebPay
7064,265,1254,104,1,15000,0.0,15000,Web,Transferencia
7065,265,227,45,1,1606000,0.0,1606000,App Móvil,Débito
7066,265,1853,100,1,107000,0.05,101650,App Móvil,Cuotas sin interés
7067,265,910,95,1,65000,0.0,65000,App Móvil,WebPay
7068,265,2159,103,2,74000,0.0,148000,App Móvil,Débito
7069,265,1885,45,1,1606000,0.05,1525700,Redes Sociales,Débito
7070,265,2185,41,1,1565000,0.0,1565000,Marketplace,Débito
7071,265,1720,52,1,621000,0.0,621000,Web,WebPay
7072,265,1192,69,1,64000,0.0,64000,Web,Débito
7073,265,1580,108,1,648000,0.1,583200,Redes Sociales,WebPay
7074,265,1678,102,3,22000,0.0,66000,Marketplace,Transferencia
7075,265,616,137,1,609000,0.0,609000,Redes Sociales,WebPay
7076,265,1040,21,1,822000,0.0,822000,Web,Tarjeta Crédito
7077,265,2328,5,1,2283000,0.0,2283000,Marketplace,Cuotas sin interés
7078,265,1207,98,2,43000,0.1,77400,Marketplace,Tarjeta Crédito
7079,265,2005,85,1,8000,0.0,8000,Web,Cuotas sin interés
7080,265,793,33,1,563000,0.0,563000,App Móvil,Transferencia
7081,265,1874,93,3,33000,0.05,94050,App Móvil,Transferencia
7082,265,982,65,1,92000,0.0,92000,App Móvil,Transferencia
7083,266,1325,79,1,82000,0.0,82000,Marketplace,Débito
7084,266,273,70,1,46000,0.05,43700,Web,WebPay
7085,266,1406,117,1,530000,0.1,477000,Marketplace,Tarjeta Crédito
7086,266,1605,80,1,31000,0.0,31000,App Móvil,Tarjeta Crédito
7087,266,2225,53,1,1641000,0.0,1641000,Web,Transferencia
7088,266,2060,81,2,46000,0.0,92000,Web,WebPay
7089,266,1217,39,1,1407000,0.0,1407000,Web,WebPay
7090,266,1230,98,1,43000,0.0,43000,Marketplace,Cuotas sin interés
7091,266,2416,66,1,52000,0.1,46800,Web,WebPay
7092,266,635,56,1,578000,0.0,578000,App Móvil,Transferencia
7093,266,1089,143,1,411000,0.0,411000,App Móvil,Tarjeta Crédito
7094,266,1471,105,1,4000,0.1,3600,App Móvil,Débito
7095,266,1117,107,1,595000,0.0,595000,Marketplace,Cuotas sin interés
7096,266,2029,91,1,43000,0.0,43000,Marketplace,WebPay
7097,266,1825,119,1,271000,0.0,271000,App Móvil,Cuotas sin interés
7098,266,2387,104,1,15000,0.0,15000,App Móvil,Transferencia
7099,266,943,89,1,84000,0.05,79800,App Móvil,Cuotas sin interés
7100,266,2076,144,1,334000,0.1,300600,Marketplace,Transferencia
7101,266,740,140,1,496000,0.1,446400,Web,Tarjeta Crédito
7102,266,1907,72,1,61000,0.0,61000,Web,Débito
7103,266,606,83,1,14000,0.0,14000,Marketplace,Transferencia
7104,266,549,36,1,1408000,0.0,1408000,App Móvil,Tarjeta Crédito
7105,266,751,84,1,41000,0.0,41000,Marketplace,WebPay
7106,266,1111,90,3,113000,0.0,339000,Web,Cuotas sin interés
7107,266,692,150,1,442000,0.0,442000,Marketplace,Cuotas sin interés
7108,266,1436,146,1,36000,0.0,36000,Web,Transferencia
7109,266,2436,145,1,211000,0.05,200450,App Móvil,Cuotas sin interés
7110,266,497,67,1,17000,0.0,17000,Web,Cuotas sin interés
7111,266,1199,149,1,542000,0.05,514900,Marketplace,Tarjeta Crédito
7112,266,2236,77,1,20000,0.0,20000,Redes Sociales,Tarjeta Crédito
7113,266,370,122,1,826000,0.0,826000,App Móvil,Cuotas sin interés
7114,266,1984,49,1,979000,0.0,979000,Marketplace,Cuotas sin interés
7115,266,2329,81,1,46000,0.0,46000,Marketplace,Débito
7116,266,1077,144,1,334000,0.0,334000,Redes Sociales,WebPay
7117,266,2232,141,1,625000,0.0,625000,Marketplace,Cuotas sin interés
7118,266,1255,97,3,108000,0.1,291600,Web,WebPay
7119,267,841,6,1,513000,0.0,513000,Marketplace,Débito
7120,267,506,54,1,786000,0.1,707400,Redes Sociales,Débito
7121,267,2194,137,1,609000,0.1,548100,Web,WebPay
7122,267,487,137,1,609000,0.0,609000,Marketplace,Cuotas sin interés
7123,267,1785,110,1,593000,0.05,563350,Web,WebPay
7124,267,1532,147,1,578000,0.0,578000,App Móvil,Cuotas sin interés
7125,267,2332,4,1,627000,0.0,627000,Web,Transferencia
7126,267,1677,11,1,2316000,0.05,2200200,Marketplace,Transferencia
7127,267,51,32,1,1505000,0.0,1505000,Web,Tarjeta Crédito
7128,267,990,50,1,124000,0.0,124000,App Móvil,WebPay
7129,267,2027,81,2,46000,0.1,82800,Web,Tarjeta Crédito
7130,267,1260,121,1,848000,0.0,848000,Web,WebPay
7131,267,1826,124,1,400000,0.0,400000,Marketplace,Débito
7132,267,301,91,1,43000,0.0,43000,Web,Transferencia
7133,267,1009,138,1,365000,0.0,365000,Web,Transferencia
7134,267,1,81,2,46000,0.0,92000,Web,WebPay
7135,267,1226,131,1,436000,0.0,436000,App Móvil,WebPay
7136,267,1222,76,1,109000,0.05,103550,Marketplace,WebPay
7137,267,1574,58,1,1169000,0.05,1110550,Web,Transferencia
7138,267,1583,136,1,569000,0.0,569000,Web,Cuotas sin interés
7139,267,1261,71,2,116000,0.0,232000,App Móvil,Tarjeta Crédito
7140,267,366,65,1,92000,0.0,92000,Web,WebPay
7141,268,824,98,1,43000,0.0,43000,Marketplace,Tarjeta Crédito
7142,268,789,120,1,590000,0.0,590000,Redes Sociales,Cuotas sin interés
7143,268,1377,106,1,505000,0.0,505000,Web,Cuotas sin interés
7144,268,6,103,1,74000,0.1,66600,App Móvil,Cuotas sin interés
7145,268,490,87,1,63000,0.0,63000,Marketplace,WebPay
7146,268,980,63,1,472000,0.05,448400,Marketplace,WebPay
7147,268,1547,102,1,22000,0.05,20900,Marketplace,Cuotas sin interés
7148,268,1194,48,1,1406000,0.0,1406000,Redes Sociales,WebPay
7149,268,1094,105,2,4000,0.0,8000,App Móvil,WebPay
7150,268,543,111,1,600000,0.05,570000,Marketplace,Tarjeta Crédito
7151,268,1549,115,1,806000,0.0,806000,App Móvil,Cuotas sin interés
7152,268,928,78,1,118000,0.0,118000,App Móvil,WebPay
7153,268,1924,46,1,286000,0.0,286000,Web,Transferencia
7154,268,1852,33,1,563000,0.0,563000,Marketplace,Débito
7155,268,2435,102,2,22000,0.0,44000,Redes Sociales,Tarjeta Crédito
7156,268,874,130,1,524000,0.0,524000,Web,WebPay
7157,268,1994,94,2,99000,0.0,198000,Web,Tarjeta Crédito
7158,268,2131,39,1,1407000,0.0,1407000,Marketplace,Cuotas sin interés
7159,268,1022,139,1,562000,0.0,562000,App Móvil,Cuotas sin interés
7160,268,1039,149,1,542000,0.0,542000,Redes Sociales,Transferencia
7161,268,455,75,1,9000,0.0,9000,Web,Transferencia
7162,268,1949,89,1,84000,0.0,84000,Web,WebPay
7163,268,1337,105,1,4000,0.0,4000,App Móvil,Transferencia
7164,269,2353,36,1,1408000,0.0,1408000,App Móvil,Transferencia
7165,269,42,50,1,124000,0.1,111600,Web,Tarjeta Crédito
7166,269,716,34,1,322000,0.0,322000,Marketplace,Transferencia
7167,269,925,142,1,272000,0.0,272000,App Móvil,Tarjeta Crédito
7168,269,1974,58,1,1169000,0.05,1110550,Redes Sociales,Transferencia
7169,269,1838,76,1,109000,0.1,98100,Web,Cuotas sin interés
7170,269,2341,133,1,616000,0.0,616000,App Móvil,WebPay
7171,269,758,96,2,14000,0.0,28000,Redes Sociales,Tarjeta Crédito
7172,269,612,91,1,43000,0.0,43000,Web,Transferencia
7173,269,1016,99,1,88000,0.0,88000,Redes Sociales,Cuotas sin interés
7174,269,35,117,1,530000,0.1,477000,Redes Sociales,Débito
7175,269,1678,128,1,173000,0.0,173000,Marketplace,Cuotas sin interés
7176,269,1071,93,1,33000,0.0,33000,App Móvil,Débito
7177,269,1702,131,1,436000,0.0,436000,App Móvil,Cuotas sin interés
7178,270,2291,92,1,111000,0.0,111000,Redes Sociales,WebPay
7179,270,244,147,1,578000,0.05,549100,Web,Tarjeta Crédito
7180,270,96,97,2,108000,0.0,216000,Redes Sociales,WebPay
7181,270,1824,146,1,36000,0.0,36000,Web,WebPay
7182,270,590,21,1,822000,0.0,822000,Web,Tarjeta Crédito
7183,270,162,38,1,1296000,0.0,1296000,Web,Tarjeta Crédito
7184,270,1908,76,3,109000,0.1,294300,App Móvil,Cuotas sin interés
7185,270,742,70,2,46000,0.0,92000,App Móvil,Cuotas sin interés
7186,270,1608,106,1,505000,0.0,505000,Web,Débito
7187,270,460,41,1,1565000,0.0,1565000,Marketplace,Tarjeta Crédito
7188,270,681,146,1,36000,0.0,36000,Marketplace,WebPay
7189,270,1591,63,1,472000,0.0,472000,App Móvil,WebPay
7190,270,1959,74,1,74000,0.0,74000,Marketplace,WebPay
7191,270,1577,58,1,1169000,0.0,1169000,Redes Sociales,Cuotas sin interés
7192,270,1776,88,1,78000,0.05,74100,Web,Débito
7193,270,1004,21,1,822000,0.1,739800,Web,Cuotas sin interés
7194,270,620,40,1,697000,0.0,697000,App Móvil,Cuotas sin interés
7195,270,1927,45,1,1606000,0.0,1606000,App Móvil,Cuotas sin interés
7196,270,1825,52,1,621000,0.0,621000,App Móvil,Cuotas sin interés
7197,270,650,108,1,648000,0.0,648000,Web,WebPay
7198,270,530,32,1,1505000,0.0,1505000,Marketplace,Tarjeta Crédito
7199,270,2268,75,2,9000,0.0,18000,App Móvil,WebPay
7200,270,1776,9,1,1378000,0.0,1378000,App Móvil,WebPay
7201,270,1754,98,1,43000,0.1,38700,Web,Transferencia
7202,270,2183,31,1,749000,0.05,711550,App Móvil,Transferencia
7203,270,1811,131,1,436000,0.0,436000,App Móvil,Tarjeta Crédito
7204,271,925,79,1,82000,0.0,82000,App Móvil,Cuotas sin interés
7205,271,1076,5,1,2283000,0.0,2283000,Marketplace,Cuotas sin interés
7206,271,710,75,1,9000,0.0,9000,App Móvil,Débito
7207,271,863,115,1,806000,0.0,806000,Web,Tarjeta Crédito
7208,271,1649,105,1,4000,0.0,4000,App Móvil,Tarjeta Crédito
7209,271,1850,82,1,77000,0.05,73150,App Móvil,Transferencia
7210,271,359,54,1,786000,0.0,786000,Redes Sociales,Tarjeta Crédito
7211,271,2258,77,1,20000,0.0,20000,App Móvil,Transferencia
7212,271,1036,86,1,82000,0.0,82000,Marketplace,WebPay
7213,271,1491,150,1,442000,0.05,419900,Web,Débito
7214,271,1822,93,3,33000,0.05,94050,Marketplace,Transferencia
7215,271,923,98,2,43000,0.0,86000,Marketplace,Transferencia
7216,271,216,80,1,31000,0.1,27900,Redes Sociales,Transferencia
7217,271,1683,68,2,113000,0.0,226000,Web,Transferencia
7218,271,1434,113,1,257000,0.0,257000,App Móvil,Tarjeta Crédito
7219,271,2209,80,1,31000,0.05,29450,Marketplace,Débito
7220,271,2089,150,1,442000,0.0,442000,Web,WebPay
7221,271,2331,77,1,20000,0.0,20000,App Móvil,Tarjeta Crédito
7222,271,2045,25,1,2117000,0.0,2117000,Redes Sociales,Cuotas sin interés
7223,271,1395,97,1,108000,0.0,108000,App Móvil,Débito
7224,271,636,17,1,648000,0.0,648000,Redes Sociales,WebPay
7225,271,1265,54,1,786000,0.0,786000,Web,WebPay
7226,272,314,81,1,46000,0.0,46000,App Móvil,WebPay
7227,272,1118,145,1,211000,0.0,211000,Marketplace,Débito
7228,272,1803,37,1,89000,0.0,89000,Marketplace,Tarjeta Crédito
7229,272,1098,132,1,111000,0.1,99900,Marketplace,Débito
7230,272,1087,97,1,108000,0.0,108000,Web,Transferencia
7231,272,1537,55,1,474000,0.0,474000,App Móvil,Débito
7232,272,2279,133,1,616000,0.0,616000,Web,Débito
7233,272,1984,74,2,74000,0.05,140600,App Móvil,Tarjeta Crédito
7234,272,2150,113,1,257000,0.0,257000,Web,WebPay
7235,272,1452,71,2,116000,0.0,232000,Marketplace,WebPay
7236,272,2112,122,1,826000,0.0,826000,App Móvil,Tarjeta Crédito
7237,272,1906,93,1,33000,0.0,33000,Marketplace,Cuotas sin interés
7238,272,1344,39,1,1407000,0.0,1407000,Web,Débito
7239,272,1116,94,1,99000,0.05,94050,Web,Débito
7240,272,1766,46,1,286000,0.0,286000,Web,Tarjeta Crédito
7241,272,1882,73,1,36000,0.05,34200,App Móvil,Transferencia
7242,272,1459,43,1,615000,0.0,615000,Marketplace,WebPay
7243,272,378,8,1,1005000,0.0,1005000,App Móvil,WebPay
7244,272,1438,49,1,979000,0.0,979000,Web,WebPay
7245,272,672,84,1,41000,0.0,41000,Web,Débito
7246,272,1527,79,3,82000,0.0,246000,Web,Débito
7247,272,1969,81,3,46000,0.0,138000,Marketplace,Cuotas sin interés
7248,272,504,54,1,786000,0.1,707400,App Móvil,Transferencia
7249,272,1223,97,2,108000,0.1,194400,Marketplace,Débito
7250,272,1594,99,2,88000,0.1,158400,Marketplace,Tarjeta Crédito
7251,272,2471,129,1,844000,0.0,844000,Web,WebPay
7252,272,2074,93,1,33000,0.0,33000,Web,Tarjeta Crédito
7253,272,1876,99,1,88000,0.0,88000,Marketplace,Cuotas sin interés
7254,272,1009,58,1,1169000,0.0,1169000,Marketplace,WebPay
7255,272,1262,1,1,1592000,0.0,1592000,App Móvil,Cuotas sin interés
7256,272,1774,125,1,868000,0.0,868000,Web,Cuotas sin interés
7257,272,1509,115,1,806000,0.0,806000,Web,WebPay
7258,272,2192,36,1,1408000,0.0,1408000,Web,Transferencia
7259,273,125,33,1,563000,0.1,506700,Web,Transferencia
7260,273,1334,132,1,111000,0.0,111000,Web,Transferencia
